miRNA,ERR5918165,ERR5918166,ERR5918167,ERR5918168,ERR5918169,ERR5918170,ERR5918175,ERR5918178,ERR5918193,ERR5918198,ERR5918202,ERR5918203,ERR5918211,ERR5918218,ERR5918219,ERR5918220,ERR5918228,ERR5918233,ERR5918234,ERR5918237,ERR5918238,ERR5918239,ERR5918240,ERR5918241,ERR5918242,ERR5918243,ERR5918244,ERR5918245,ERR5918246,ERR5918247,ERR5918264,ERR5918265,ERR5918266,ERR5918267,ERR5918268,ERR5918269,ERR5918270,ERR5918271,ERR5918272,ERR5918273,ERR5918274,ERR5918275,ERR5918276,ERR5918277,ERR5918278,ERR5918279,ERR5918280,ERR5918281,ERR5918282,ERR5918283,ERR5918284,ERR5918285,ERR5918286,ERR5918287,ERR5918288,ERR5918289,ERR5918290,ERR5918298,ERR5918299,ERR5918300,ERR5918301,ERR5918302,ERR5918303,ERR5918304,ERR5918305,ERR5918306,ERR5918307,ERR5918308,ERR5918309,ERR5918310,ERR5918311,ERR5918312,ERR5918313,ERR5918314,ERR5918315,ERR5918318,ERR5918319,ERR5918320,ERR5918321,ERR5918322,ERR5918328,ERR5918329,ERR5918330,ERR5918331,ERR5918332,ERR5918333,ERR5918334,ERR5918335,ERR5918338,ERR5918339,ERR5918340,ERR5918341,ERR5918342,ERR5918345,ERR5918346,ERR5918347,ERR5918349,ERR5918350,ERR5918353,ERR5918354,ERR5918355,ERR5918357,ERR5918358,ERR5918359,ERR5918360,ERR5918361,ERR5918362,ERR5918363,ERR5918364,ERR5918367,ERR5918368,ERR5918369,ERR5918370,ERR5918163,ERR5918164,ERR5918171,ERR5918172,ERR5918173,ERR5918174,ERR5918176,ERR5918177,ERR5918179,ERR5918180,ERR5918181,ERR5918182,ERR5918183,ERR5918184,ERR5918185,ERR5918186,ERR5918187,ERR5918188,ERR5918189,ERR5918190,ERR5918191,ERR5918192,ERR5918194,ERR5918195,ERR5918196,ERR5918197,ERR5918199,ERR5918200,ERR5918201,ERR5918204,ERR5918205,ERR5918206,ERR5918207,ERR5918208,ERR5918209,ERR5918210,ERR5918212,ERR5918213,ERR5918214,ERR5918215,ERR5918216,ERR5918217,ERR5918221,ERR5918222,ERR5918223,ERR5918224,ERR5918225,ERR5918226,ERR5918227,ERR5918229,ERR5918230,ERR5918231,ERR5918232,ERR5918235,ERR5918236,ERR5918248,ERR5918249,ERR5918250,ERR5918251,ERR5918252,ERR5918253,ERR5918254,ERR5918255,ERR5918256,ERR5918257,ERR5918258,ERR5918259,ERR5918260,ERR5918261,ERR5918262,ERR5918263,ERR5918291,ERR5918292,ERR5918293,ERR5918294,ERR5918295,ERR5918296,ERR5918297,ERR5918316,ERR5918317,ERR5918323,ERR5918324,ERR5918325,ERR5918326,ERR5918327,ERR5918336,ERR5918337,ERR5918343,ERR5918344,ERR5918348,ERR5918351,ERR5918352,ERR5918356,ERR5918365,ERR5918366
hsa-let-7e-5p,28.14,22.58,13.91,27.0,5.8,5.76,13.19,20.14,0.0,4.55,4.94,2.77,6.85,15.03,4.22,4.31,5.7,3.39,3.41,6.82,3.48,0.0,10.33,10.05,10.02,0.0,0.0,5.74,0.0,9.13,18.82,6.03,18.39,12.07,4.86,4.04,10.65,11.27,9.68,10.57,14.95,323.31,320.82,330.85,311.61,9.55,10.25,21.16,13.05,0.0,24.64,0.0,14.45,14.69,14.15,25.03,22.52,6.41,17.24,14.19,1461.13,1435.03,7.02,7.69,10.31,12.58,5.11,0.0,0.0,2.52,0.0,12.2,8.34,10.28,14.36,17.28,8.42,11.06,13.99,11.01,0.0,2.04,0.0,0.0,0.0,0.0,3.37,11.33,0.0,0.0,4.35,0.0,0.0,16.15,2.61,14.19,3.28,17.52,0.0,0.0,3.59,3.63,10.64,8.7,0.0,3.01,2.94,0.0,5.42,4.35,4.41,0.0,0.0,9.35,35.14,22.75,3.92,30.58,15.11,12.37,16.87,16.52,0.0,0.0,0.0,0.0,5.38,2.54,4.47,2.5,8.57,22.11,9.98,0.0,3.25,3.14,6.83,2.36,2.27,6.63,7.75,17.33,3.11,9.06,3.02,24.89,0.0,0.0,4.99,7.04,3.43,3.41,12.55,7.63,18.61,3.62,0.0,7.57,1.68,13.17,7.5,2.76,5.46,2.51,3.39,6.98,0.0,3.58,4.77,13.49,4.53,6.37,12.07,12.92,14.73,90.84,47.8,51.65,40.44,0.0,0.0,4.72,0.0,0.0,2.84,0.0,2.87,8.25,4.55,15.43,3.46,26.84,9.65,22.68,3.24,3.27,9.57,0.0,20.37,0.0,21.33,26.84,17.78,0.0,5.01,3.63,5.46,0.0
hsa-let-7f-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.16,0.89,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7f-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,1.6,2.53,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7f-5p,259.52,220.12,86.22,107.99,95.72,115.18,174.8,174.57,52.16,263.98,205.1,152.28,257.02,313.1,282.81,280.21,156.73,461.58,395.45,245.53,292.21,270.98,361.69,341.77,365.85,324.54,435.71,298.26,308.38,461.07,564.53,669.5,686.55,243.9,244.46,214.21,249.65,337.24,358.0,333.32,337.61,36409.97,36671.15,36385.65,36552.77,550.09,456.79,550.14,471.52,78.01,98.58,117.81,125.21,299.64,371.35,421.91,376.42,91.84,482.73,488.16,78560.08,79083.78,210.63,258.76,221.7,281.75,79.27,74.64,105.72,93.17,115.28,134.2,120.98,123.41,352.61,373.85,115.09,102.31,81.17,88.1,111.99,87.85,164.8,122.98,106.69,133.82,121.26,215.21,230.36,34.84,30.47,44.35,30.3,196.53,214.13,368.86,307.97,371.35,227.25,250.8,208.39,177.65,223.34,249.41,241.43,283.3,211.33,176.06,227.61,130.51,154.49,156.87,125.71,221.18,220.42,367.72,419.94,370.75,340.08,142.23,155.23,86.74,72.74,78.9,44.67,180.87,169.59,164.89,181.06,230.3,234.25,207.26,212.08,78.04,61.69,59.58,236.83,297.53,274.71,196.65,219.46,195.62,239.75,211.51,192.97,199.1,245.91,283.84,389.24,260.63,305.04,262.81,303.68,295.22,302.43,242.69,370.05,357.82,318.66,333.13,301.92,140.76,133.68,133.01,464.32,453.76,180.93,261.41,467.14,490.24,479.99,588.56,579.43,579.28,548.19,1283.09,1153.15,1274.11,1051.34,217.84,235.21,325.76,332.52,511.89,99.31,98.14,108.89,87.96,104.68,96.7,103.72,348.95,358.56,152.28,175.1,160.29,194.64,103.0,183.32,156.98,223.99,203.96,391.1,287.53,240.43,195.84,251.28,217.08
hsa-let-7g-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.31,0.89,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7g-5p,0.0,2.82,16.69,3.0,5.8,14.4,0.0,0.0,0.0,6.83,0.0,11.08,10.28,2.5,0.0,0.0,8.55,27.15,34.09,27.28,13.91,9.68,5.17,10.05,5.01,5.8,5.89,0.0,0.0,0.0,6.27,42.22,55.17,39.84,57.16,32.33,39.04,51.51,45.15,38.21,29.9,1841.98,1840.4,1796.53,1854.43,42.02,24.89,53.86,41.0,0.0,0.0,0.0,4.82,23.5,24.76,32.18,22.52,14.95,37.35,48.25,2667.77,2660.78,28.08,12.81,43.82,35.22,0.0,2.57,11.13,0.0,0.0,0.0,4.17,0.0,22.34,20.42,2.81,2.77,13.99,2.75,2.04,4.09,1.99,3.42,6.67,10.29,6.74,8.49,9.87,0.0,0.0,0.0,0.0,5.38,26.11,21.28,9.83,17.52,20.2,14.75,10.78,10.88,14.18,11.6,15.09,18.08,8.81,0.0,0.0,0.0,0.0,4.36,0.0,0.0,0.0,30.33,15.7,15.29,37.79,3.09,3.37,0.0,0.0,11.84,6.87,7.75,0.0,2.54,0.0,17.52,20.0,11.05,2.5,0.0,0.0,6.27,4.55,14.17,24.97,0.0,2.58,2.48,12.45,3.02,15.08,9.95,15.37,4.98,14.97,14.09,27.42,13.65,2.51,5.09,4.65,0.0,0.0,15.15,6.71,3.76,9.38,13.8,8.18,7.53,40.67,34.9,33.17,17.9,0.0,0.0,0.0,7.44,16.46,11.84,7.37,28.39,11.95,17.22,23.11,0.0,4.9,0.0,0.0,19.69,5.67,11.22,5.73,5.5,11.38,5.14,18.44,7.89,9.65,6.48,3.24,13.09,3.19,4.04,0.0,3.41,5.33,10.73,7.11,29.74,20.04,3.63,10.93,0.0
hsa-let-7i-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,4.94,7.15,5.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.48,9.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79,3.92,7.64,3.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7i-5p,234.51,203.18,144.63,113.99,110.22,115.18,125.33,218.21,150.67,434.65,289.12,282.42,246.74,278.04,447.44,474.2,222.27,240.97,228.41,341.02,292.21,203.23,206.68,170.89,145.34,399.88,288.51,401.51,222.72,342.38,658.62,675.53,686.55,560.24,540.0,453.68,494.56,432.21,510.39,487.79,455.65,19604.25,19776.99,19702.97,19714.19,569.19,354.31,517.44,540.48,165.78,177.44,220.89,168.55,458.28,491.6,604.26,511.55,170.87,436.75,439.91,32775.49,32843.61,212.97,228.02,216.54,208.8,276.18,244.51,286.56,284.54,181.16,150.46,158.52,113.13,446.75,366.0,106.67,113.37,106.36,101.86,154.75,114.41,125.09,153.72,123.36,109.8,134.73,249.19,276.43,39.19,91.4,115.3,77.91,145.38,190.62,209.26,235.89,164.66,131.3,122.94,201.2,261.03,219.8,203.01,205.21,189.87,193.72,45.27,70.45,91.36,119.18,139.44,104.04,177.57,182.09,1057.67,1012.57,1020.51,967.34,182.43,215.97,165.22,188.26,153.86,140.87,284.22,323.03,266.35,266.0,290.38,271.39,309.51,264.47,134.23,178.56,100.34,382.58,370.73,392.77,247.47,338.22,247.61,292.68,314.24,328.65,607.24,532.81,572.66,663.7,228.93,205.65,218.44,326.27,282.49,281.5,409.31,494.79,460.06,374.01,436.65,480.08,176.64,166.42,173.16,271.14,282.72,313.61,354.51,343.21,458.76,412.07,199.73,211.8,203.5,230.43,374.71,316.67,361.57,392.81,298.35,298.92,245.5,290.37,374.08,170.24,179.45,169.07,137.44,160.44,152.25,150.97,364.74,398.76,155.52,119.98,130.85,121.25,157.53,278.38,276.42,122.66,139.55,213.33,84.28,135.24,210.34,65.55,95.3
hsa-miR-1-3p,12.51,36.69,0.0,0.0,0.0,0.0,16.49,13.43,23.18,0.0,7.41,5.54,0.0,7.51,0.0,0.0,0.0,13.58,3.41,13.64,20.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.87,15.81,6.06,7.1,0.0,1.61,1.63,0.0,1419.48,1414.44,1405.79,1439.09,1.91,4.39,3.85,11.18,14.63,29.57,19.64,28.89,2.94,7.07,7.15,12.87,4824.84,8.62,14.19,188.7,211.57,0.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,12.35,24.4,41.72,17.14,0.0,0.0,47.72,44.24,44.78,63.32,4.07,6.13,3.97,0.0,0.0,0.0,0.0,0.0,0.0,52.26,60.94,17.74,34.63,0.0,0.0,0.0,0.0,0.0,5.05,4.92,14.37,18.13,14.18,14.5,0.0,9.04,17.61,35.21,16.26,0.0,0.0,0.0,0.0,46.73,35.14,0.0,0.0,3.82,0.0,12.37,10.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.52,14.28,11.05,14.97,18.73,19.48,28.22,0.0,0.0,0.0,6.63,7.75,4.95,9.34,21.15,12.06,34.84,20.49,24.9,19.96,0.0,0.0,0.0,15.06,5.09,11.63,0.0,0.0,0.0,0.0,0.0,0.0,5.52,0.0,10.04,13.56,6.98,21.11,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84,0.0,0.0,0.0,4763.08,4433.71,4956.55,0.0,0.0,0.0,6.49,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.91,0.0,36.27,32.78,47.65
hsa-miR-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.15,0.45,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-100-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.08,0.0,0.0,4.22,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.83,2.43,1.01,4.73,1.61,0.81,0.81,0.0,42.61,38.1,39.03,47.3,1.91,0.0,0.0,3.73,9.75,9.86,4.91,14.45,5.88,7.07,3.58,3.22,0.0,14.37,0.0,57.12,56.6,0.0,0.0,0.0,0.0,7.67,12.87,8.35,10.07,0.0,0.0,0.0,0.0,4.79,4.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.59,3.63,10.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.34,6.04,6.03,9.95,20.49,4.98,34.93,0.0,0.0,0.0,0.0,0.0,0.0,7.24,8.32,0.0,0.0,0.0,0.0,8.28,10.91,10.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67,5.61,5.73,5.5,0.0,0.0,0.0,11.05,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.63,0.0,0.0
hsa-miR-101-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.74,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-3p,2892.27,2768.37,3162.33,3467.6,3292.16,3386.33,4307.39,4683.16,2743.93,9095.87,6874.64,10252.82,6614.03,8366.13,10746.97,10790.23,14233.69,7032.38,6879.46,9933.77,10359.52,7045.39,7507.72,7152.12,7387.06,9342.06,9302.98,8815.95,8960.24,10298.69,12739.61,11526.21,12020.72,12185.3,12135.32,10023.32,12166.48,11147.42,11231.03,11069.51,11128.47,6322.22,6326.58,6300.66,6270.99,8780.42,6853.38,8690.6,8822.79,4817.23,4785.92,4962.77,4839.9,7170.91,8732.06,8184.27,8216.95,3463.25,16208.75,15326.02,3511.59,3476.29,5467.01,6092.37,5988.44,6289.04,8837.72,8750.96,8863.99,8480.89,7740.29,7474.31,7692.4,6503.23,8303.14,8229.5,2523.49,2817.71,2731.74,2750.26,3561.35,3614.25,3631.64,3682.44,3757.47,3867.1,3816.25,9361.43,11238.1,4136.98,3812.79,3534.31,3925.83,5069.51,4893.55,5281.13,4865.3,5104.31,5797.45,6092.94,5870.75,6076.29,6104.67,13549.45,13640.75,13481.05,13847.84,10050.61,10968.53,7382.72,7291.92,6788.91,7178.56,3099.64,3050.73,11505.45,11342.36,10786.02,11558.97,4100.03,4666.91,6104.71,5973.04,5168.1,4700.32,4131.57,4296.24,4127.23,3697.16,7765.21,9064.26,8854.16,8006.57,3049.8,3152.46,3076.03,8992.84,9121.95,8967.82,6155.7,6748.96,6722.73,10885.37,10790.05,10872.61,9019.01,8970.75,8784.07,9122.12,6392.44,6611.51,6747.85,8362.61,8113.43,7612.05,9138.95,10972.7,17413.96,15156.44,17298.3,17785.31,13872.02,13785.18,12615.79,7107.15,6956.42,8723.92,10212.71,9962.58,10250.11,10301.76,17313.75,17341.28,17235.12,17261.3,15056.46,16102.24,15823.09,16191.83,6473.76,7051.5,6751.3,6444.39,9696.46,4897.29,5100.34,4911.5,4947.84,3688.94,3306.25,3627.81,8172.61,8263.07,3988.52,3897.69,3833.94,3742.88,3623.12,11515.25,11203.55,4914.46,5155.4,5073.65,5820.09,5805.3,5998.43,10433.45,10901.74
hsa-miR-101-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,1.75,1.79,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
