miRNA,SRR2927797,SRR2927798,SRR2927799,SRR2927800,SRR2927801,SRR2927802,SRR2927803,SRR2927804,SRR2927805,SRR2927806,SRR2927807,SRR2927808,SRR2927809,SRR2927810,SRR2927811,SRR2927812,SRR2927813,SRR3592837,SRR3592838,SRR3592839,SRR3592840,SRR3592841,SRR3592842,SRR3592843,SRR3592844,SRR3592845,SRR3592846,SRR3592847,SRR3592848,SRR3592849,SRR3592850,SRR3592851,SRR3592852,SRR3592853
hsa-miR-1249-3p,0.0,11.0,10.0,8.0,4.0,3.0,9.0,6.0,3.0,9.0,4.0,9.0,7.0,2.0,11.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0
hsa-miR-1251-5p,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,2.0,0.0,0.0,1.0,1.0,6.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255b-5p,1.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1256,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-125a-3p,4.0,1.0,0.0,5.0,0.0,0.0,6.0,1.0,2.0,0.0,1.0,1.0,9.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-125a-5p,129.0,117.0,106.0,250.0,165.0,190.0,199.0,167.0,260.0,64.0,139.0,81.0,221.0,60.0,243.0,73.0,69.0,11.0,9.0,10.0,23.0,24.0,20.0,19.0,11.0,21.0,7.0,17.0,11.0,30.0,6.0,30.0,9.0,6.0
hsa-miR-125b-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-2-3p,2.0,7.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-125b-5p,29.0,68.0,30.0,59.0,89.0,55.0,52.0,76.0,41.0,18.0,44.0,23.0,42.0,19.0,67.0,53.0,16.0,3.0,6.0,1.0,5.0,16.0,7.0,5.0,3.0,5.0,0.0,5.0,3.0,7.0,2.0,6.0,4.0,0.0
hsa-miR-126-3p,297.0,516.0,246.0,711.0,350.0,797.0,647.0,608.0,608.0,168.0,458.0,230.0,1142.0,178.0,831.0,286.0,206.0,33.0,44.0,20.0,53.0,51.0,98.0,57.0,53.0,60.0,18.0,77.0,33.0,143.0,26.0,103.0,51.0,39.0
hsa-miR-126-5p,2061.0,2021.0,1310.0,3461.0,2165.0,4521.0,4017.0,2728.0,3385.0,948.0,2115.0,1426.0,4954.0,908.0,4025.0,1958.0,1497.0,243.0,219.0,136.0,314.0,314.0,648.0,485.0,247.0,412.0,156.0,295.0,268.0,672.0,136.0,579.0,357.0,238.0
hsa-miR-1260a,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1260b,33.0,47.0,33.0,146.0,29.0,42.0,44.0,78.0,55.0,20.0,42.0,20.0,91.0,17.0,142.0,59.0,32.0,3.0,3.0,3.0,10.0,5.0,3.0,4.0,7.0,4.0,5.0,6.0,4.0,14.0,2.0,11.0,10.0,2.0
hsa-miR-1266-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268a,18.0,20.0,0.0,34.0,0.0,12.0,17.0,34.0,65.0,1.0,1.0,8.0,0.0,0.0,1.0,18.0,9.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,7.0,4.0,0.0,3.0,0.0
hsa-miR-1268b,2.0,0.0,19.0,0.0,20.0,2.0,3.0,11.0,0.0,6.0,22.0,0.0,98.0,12.0,37.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0
hsa-miR-1269a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1269b,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,1475.0,1142.0,1039.0,2727.0,2580.0,2434.0,2977.0,1536.0,2411.0,494.0,1458.0,950.0,2367.0,675.0,2822.0,1225.0,1042.0,113.0,65.0,47.0,116.0,197.0,189.0,185.0,61.0,157.0,29.0,70.0,74.0,190.0,39.0,225.0,129.0,106.0
hsa-miR-127-5p,11.0,4.0,2.0,27.0,34.0,36.0,16.0,21.0,16.0,4.0,12.0,2.0,10.0,4.0,28.0,19.0,16.0,1.0,0.0,0.0,2.0,6.0,3.0,1.0,0.0,2.0,3.0,1.0,4.0,1.0,0.0,6.0,1.0,0.0
hsa-miR-1270,10.0,5.0,19.0,15.0,1.0,10.0,3.0,14.0,11.0,7.0,4.0,6.0,23.0,2.0,5.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0
hsa-miR-1271-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1271-5p,3.0,2.0,6.0,9.0,6.0,6.0,2.0,2.0,4.0,5.0,3.0,2.0,17.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
hsa-miR-1273c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273h-3p,56.0,59.0,67.0,99.0,73.0,70.0,60.0,89.0,86.0,44.0,53.0,48.0,114.0,16.0,93.0,93.0,50.0,5.0,4.0,8.0,9.0,10.0,11.0,2.0,9.0,12.0,8.0,6.0,14.0,11.0,5.0,10.0,12.0,13.0
hsa-miR-1273h-5p,10.0,9.0,10.0,16.0,3.0,16.0,13.0,11.0,10.0,6.0,6.0,4.0,16.0,2.0,9.0,18.0,6.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0
hsa-miR-1275,24.0,66.0,17.0,41.0,30.0,28.0,46.0,43.0,71.0,15.0,20.0,42.0,64.0,25.0,26.0,15.0,5.0,3.0,5.0,0.0,2.0,4.0,9.0,7.0,6.0,8.0,0.0,5.0,5.0,9.0,5.0,3.0,3.0,0.0
hsa-miR-1276,0.0,0.0,1.0,5.0,9.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1277-3p,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1277-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1278,3.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,9.0,3.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-128-1-5p,17.0,19.0,52.0,91.0,34.0,37.0,56.0,27.0,39.0,23.0,19.0,22.0,57.0,7.0,65.0,50.0,18.0,0.0,3.0,0.0,5.0,7.0,2.0,2.0,4.0,3.0,2.0,3.0,9.0,7.0,3.0,4.0,12.0,3.0
hsa-miR-128-3p,2206.0,2467.0,3374.0,10631.0,3465.0,4775.0,3766.0,3910.0,3373.0,2446.0,1963.0,2652.0,2558.0,1191.0,7055.0,4678.0,2484.0,222.0,222.0,230.0,857.0,451.0,580.0,426.0,346.0,367.0,312.0,225.0,441.0,284.0,122.0,885.0,698.0,350.0
hsa-miR-1284,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-3p,76.0,63.0,80.0,94.0,127.0,125.0,75.0,141.0,82.0,90.0,72.0,115.0,87.0,94.0,69.0,101.0,93.0,11.0,12.0,7.0,8.0,17.0,10.0,9.0,9.0,6.0,14.0,5.0,18.0,14.0,7.0,13.0,4.0,17.0
hsa-miR-1285-5p,26.0,23.0,17.0,51.0,41.0,32.0,20.0,27.0,43.0,19.0,17.0,22.0,20.0,11.0,27.0,39.0,33.0,5.0,3.0,3.0,0.0,4.0,4.0,3.0,2.0,8.0,1.0,1.0,4.0,1.0,5.0,3.0,8.0,3.0
hsa-miR-1286,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,3.0,1.0,12.0,3.0,6.0,7.0,2.0,6.0,4.0,0.0,1.0,7.0,13.0,0.0,9.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
hsa-miR-1288-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-1-3p,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-5p,1.0,0.0,1.0,10.0,1.0,1.0,6.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,11.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1291,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,41.0,5.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1292-3p,2.0,4.0,0.0,8.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1292-5p,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1293,0.0,0.0,2.0,3.0,1.0,3.0,2.0,0.0,3.0,2.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
hsa-miR-1294,4.0,2.0,2.0,10.0,7.0,0.0,4.0,7.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-1295a,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-3p,5.0,1.0,1.0,6.0,1.0,5.0,4.0,0.0,6.0,6.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,13.0,7.0,16.0,5.0,11.0,11.0,4.0,3.0,7.0,10.0,8.0,5.0,10.0,0.0,17.0,10.0,8.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
hsa-miR-1297,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1298-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1299,2.0,3.0,1.0,2.0,33.0,44.0,9.0,3.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1301-3p,33.0,23.0,32.0,46.0,45.0,48.0,33.0,36.0,69.0,19.0,32.0,42.0,31.0,7.0,39.0,32.0,21.0,2.0,3.0,6.0,2.0,7.0,8.0,1.0,2.0,5.0,2.0,1.0,7.0,8.0,0.0,5.0,4.0,6.0
hsa-miR-1301-5p,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1302,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1303,4.0,6.0,5.0,12.0,31.0,19.0,13.0,12.0,2.0,5.0,10.0,10.0,10.0,11.0,11.0,13.0,4.0,0.0,1.0,0.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0,3.0,0.0
hsa-miR-1304-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1304-5p,1.0,3.0,2.0,5.0,6.0,4.0,1.0,2.0,3.0,4.0,3.0,8.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0
hsa-miR-1305,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1306-3p,5.0,3.0,3.0,1.0,4.0,5.0,2.0,3.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1306-5p,7.0,7.0,1.0,8.0,5.0,8.0,6.0,15.0,1.0,0.0,2.0,6.0,4.0,2.0,10.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0
hsa-miR-1307-3p,314.0,310.0,531.0,915.0,588.0,803.0,548.0,529.0,452.0,265.0,344.0,413.0,412.0,240.0,782.0,394.0,419.0,28.0,31.0,34.0,67.0,82.0,107.0,57.0,39.0,45.0,32.0,34.0,65.0,59.0,24.0,110.0,67.0,46.0
hsa-miR-1307-5p,1337.0,455.0,479.0,3109.0,2591.0,1417.0,554.0,1573.0,391.0,867.0,1809.0,639.0,828.0,253.0,1632.0,1708.0,1179.0,147.0,36.0,26.0,254.0,333.0,187.0,63.0,116.0,36.0,123.0,200.0,87.0,118.0,29.0,212.0,291.0,187.0
hsa-miR-130a-3p,287.0,124.0,131.0,362.0,291.0,375.0,154.0,197.0,663.0,142.0,311.0,201.0,201.0,185.0,179.0,52.0,94.0,35.0,13.0,12.0,33.0,38.0,34.0,14.0,21.0,82.0,14.0,29.0,25.0,27.0,23.0,32.0,15.0,6.0
hsa-miR-130a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-3p,674.0,469.0,930.0,1032.0,808.0,1051.0,725.0,798.0,825.0,653.0,570.0,505.0,925.0,358.0,806.0,674.0,543.0,76.0,54.0,79.0,92.0,108.0,163.0,82.0,67.0,94.0,97.0,75.0,71.0,121.0,44.0,118.0,117.0,70.0
hsa-miR-130b-5p,64.0,128.0,431.0,192.0,164.0,307.0,180.0,222.0,197.0,206.0,123.0,138.0,116.0,59.0,351.0,362.0,157.0,8.0,12.0,32.0,18.0,22.0,30.0,23.0,15.0,26.0,24.0,10.0,26.0,14.0,15.0,43.0,38.0,21.0
hsa-miR-132-3p,222.0,344.0,450.0,444.0,134.0,270.0,419.0,461.0,121.0,207.0,233.0,345.0,232.0,38.0,700.0,551.0,507.0,23.0,28.0,28.0,42.0,17.0,37.0,49.0,37.0,21.0,23.0,33.0,58.0,23.0,7.0,84.0,93.0,84.0
hsa-miR-132-5p,6.0,17.0,11.0,28.0,10.0,31.0,10.0,19.0,10.0,6.0,12.0,12.0,10.0,2.0,45.0,30.0,21.0,2.0,2.0,2.0,3.0,0.0,3.0,0.0,3.0,1.0,2.0,4.0,4.0,5.0,1.0,5.0,6.0,7.0
hsa-miR-1322,0.0,2.0,5.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1323,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-133a-3p,23.0,21.0,20.0,33.0,56.0,51.0,26.0,36.0,31.0,9.0,26.0,25.0,20.0,27.0,19.0,34.0,18.0,1.0,0.0,6.0,2.0,5.0,7.0,3.0,1.0,2.0,0.0,2.0,3.0,2.0,5.0,4.0,9.0,2.0
hsa-miR-133a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-133b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1343-3p,3.0,0.0,5.0,4.0,4.0,6.0,8.0,5.0,5.0,0.0,0.0,1.0,2.0,3.0,11.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-135a-2-3p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-135a-3p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-5p,3.0,1.0,1.0,3.0,16.0,2.0,3.0,5.0,0.0,0.0,0.0,1.0,8.0,2.0,3.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-135b-3p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135b-5p,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-136-3p,103.0,76.0,22.0,157.0,153.0,146.0,97.0,115.0,77.0,29.0,106.0,43.0,57.0,32.0,137.0,94.0,87.0,10.0,9.0,5.0,9.0,15.0,23.0,18.0,7.0,3.0,3.0,10.0,5.0,2.0,2.0,22.0,27.0,10.0
hsa-miR-136-5p,22.0,9.0,5.0,56.0,55.0,37.0,23.0,31.0,14.0,14.0,39.0,11.0,30.0,13.0,48.0,52.0,21.0,1.0,1.0,0.0,4.0,2.0,3.0,2.0,4.0,5.0,3.0,0.0,1.0,8.0,0.0,4.0,9.0,5.0
hsa-miR-138-1-3p,18.0,62.0,14.0,141.0,9.0,3.0,176.0,63.0,3.0,10.0,17.0,79.0,1.0,32.0,124.0,7.0,32.0,3.0,3.0,1.0,16.0,2.0,0.0,9.0,4.0,0.0,0.0,5.0,14.0,0.0,4.0,16.0,0.0,5.0
hsa-miR-138-5p,316.0,716.0,94.0,879.0,65.0,55.0,907.0,948.0,23.0,118.0,280.0,784.0,50.0,247.0,619.0,110.0,200.0,35.0,55.0,4.0,71.0,4.0,5.0,97.0,69.0,4.0,21.0,35.0,139.0,5.0,22.0,76.0,15.0,27.0
hsa-miR-139-5p,91.0,102.0,38.0,87.0,66.0,79.0,163.0,67.0,160.0,18.0,66.0,36.0,233.0,46.0,108.0,22.0,28.0,11.0,8.0,6.0,8.0,11.0,11.0,20.0,2.0,14.0,2.0,9.0,6.0,39.0,4.0,17.0,3.0,2.0
hsa-miR-140-3p,1052.0,1119.0,1128.0,1614.0,1387.0,1614.0,1214.0,1239.0,1387.0,595.0,1270.0,714.0,3668.0,459.0,1492.0,1221.0,879.0,130.0,114.0,70.0,127.0,188.0,206.0,131.0,115.0,163.0,80.0,165.0,110.0,474.0,55.0,169.0,204.0,139.0
hsa-miR-140-5p,30.0,32.0,18.0,47.0,45.0,38.0,22.0,62.0,27.0,18.0,46.0,25.0,69.0,7.0,26.0,25.0,14.0,2.0,5.0,3.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0,8.0,3.0,7.0,3.0,1.0,9.0,1.0
hsa-miR-141-3p,276.0,124.0,34.0,525.0,397.0,243.0,119.0,266.0,206.0,153.0,338.0,115.0,533.0,142.0,148.0,218.0,186.0,36.0,7.0,2.0,48.0,50.0,31.0,14.0,19.0,25.0,19.0,35.0,19.0,71.0,12.0,22.0,36.0,26.0
hsa-miR-141-5p,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,6.0,1.0,3.0,0.0,9.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
